,시군구,소멸지수,1인당 자동차 등록대수,고등학교,대규모C,대규모W,병상 비율,병원,보건지소,보육시설 비율,소규모C,소규모W,약국,요양병원,유치원,인구 수,전규모W,종합병원,중규모C,중규모W,중학교,초등학교
122,경상북도 경주시,0.32646 ,-0.033077366,-0.21837928,0.30571921545436936,0.005457726,-0.073576276,0.6946057448552776,1.0130347845916001,-0.208052947,0.46926029275604403,0.4503547146408664,0.471817938,0.8357663622392818,0.7027291694465999,0.5703100606003899,0.7557983906287404,-0.15140874,0.6395769998355156,0.6732794137561888,0.6118681678045501,0.645306948
123,경상북도 김천시,0.33810 ,-0.133965561,0.16798265860882303,0.9435717865783655,0.5550302540996633,-0.193413423,-0.727765316,1.6330272873016032,-0.379762467,1.6046924441352666,1.6515541820635609,-0.289120031,-0.430016839,0.8390807005076717,-0.102743582,-0.160102063,0.4655818770366874,1.5969048667182486,1.6776347613377771,0.21475192122211337,0.4775738244525393
124,경상북도 안동시,0.32051 ,-0.150022842,-0.060862489,0.30571921545436936,0.022958238048112405,1.521179609123315,-0.301053997,1.4263631197316022,0.3643121218445764,-0.057892305,-0.104891435,-0.121455733,0.3610976617340451,0.6811999803316935,-0.00945361,-0.204993118,1.0825724945731106,0.002660909,0.041958982428262986,0.5827014378295691,0.6309882664309997
125,경상북도 구미시,1.01607 ,-0.192438299,0.5275964625534453,0.22598764406386984,0.7815960215005713,-0.645107287,-0.158816891,0.18637811431159595,0.7077311629664997,0.10211766794856354,-0.059365927,1.1553723849658077,0.6775434620708696,1.2481352936908863,1.5376488301741063,1.9244302387707468,1.0825724945731106,-0.192712125,-0.217121432,0.7218043038640952,1.410333631681578
126,경상북도 영주시,0.24000 ,-0.108516287,0.1709546735174557,1.342229643530863,0.7060427361089895,0.6177918822984273,-0.158816891,0.599706449,-0.06496168,1.5753486518375366,1.481142990658429,-0.392298061,-0.271793939,-0.120164281,-0.338165581,-0.466438764,-0.15140874,1.4132542147040101,1.553857574513883,0.23270067812979375,0.5921232744631227
127,경상북도 영천시,0.23413 ,0.094169007,-0.274847563,0.9435717865783655,1.5281904419018193,0.3504628610951439,-0.58552821,0.8063706170215991,-0.694563255,1.2306453976106733,1.2389019003740962,-0.392298061,-0.271793939,0.18363649856497563,-0.336096674,-0.250354236,-0.15140874,1.069397674762457,1.122681448,-0.3596083,0.011193921
130,경상북도 경산시,0.58218 ,-0.211525255,0.9615106392138998,0.8638402151878659,0.4158729575938731,-0.211849908,0.12565732067733668,0.18637811431159595,-0.465617228,0.4759921039302291,0.6123760088097487,0.5105096992055467,0.6775434620708696,1.1213522911253289,0.6808836385587667,0.6719824707044479,-0.15140874,0.737263517,0.7624217,0.6769324115948927,1.2037355164839179
133,경상북도 영양군,0.12334 ,0.084171078,-1.353688975,-0.252401784,-0.230799185,-1.27194775,-0.58552821,-0.433614388,-0.265289454,0.21396929976579313,0.20261205239833724,-0.921085463,-0.90468554,-1.758774786,-0.855251768,-0.864871733,-0.768399358,0.14723695401011008,0.075912541,-1.279482091,-1.486131033
134,경상북도 영덕군,0.12540 ,-0.130329951,-1.34477293,0.7043770724068669,0.23042398435999037,-0.645107287,-0.58552821,0.18637811431159595,-0.637326748,1.0074599656049974,1.0197330274894494,-0.676037643,-0.588239739,-1.828146618,-0.741565676,-0.790059335,-0.768399358,0.9756186184147607,0.8976113702429803,-1.553200634,-0.684284883
135,경상북도 청도군,0.11752 ,0.10234913129238721,0.060990122,-0.01320707,-0.050242828,1.2261958615886577,-0.443291104,0.18637811431159595,-0.751799762,0.39538298038293557,0.30851731259361687,-0.740523911,-0.113571039,-0.660786141,-0.699064605,-0.765652197,-0.768399358,0.13551457196664804,0.18492731106246726,-0.918263359,-0.858154584
136,경상북도 고령군,0.16056 ,0.33048369999657845,-0.52746883,0.7841086437973664,0.7672945278772583,-0.958527519,-0.58552821,-0.020286053,1.1370049643689042,0.29803063417164316,0.2529514358158338,-0.817907433,-0.746462639,-1.021998092,-0.76779013,-0.638337334,-0.768399358,0.19803394286511222,0.393247723,-1.263776929,-0.618828054
137,경상북도 성주군,0.15333 ,0.5125672003833237,-0.257015473,0.38545078684486883,0.14696724196605127,0.16609801888598313,-0.58552821,0.393042282,-1.667583871,0.17634020140752762,0.10547492251143302,-0.753421165,-0.271793939,-1.265995569,-0.69325458,-0.617383354,-0.768399358,-0.087210687,-0.033386122,-1.656405986,-1.281578444
140,경상북도 봉화군,0.10750 ,0.0232746,0.14717855424839021,0.7043770724068669,0.6947520832484791,-0.820253887,-0.58552821,0.393042282,0.13536609442996045,0.22984946971515288,0.17517296225683296,-0.817907433,-0.746462639,-1.014821695,-0.769096166,-0.791867271,-0.768399358,0.3582398307924267,0.33005322368717976,-1.524033904,-1.459539196
141,경상북도 울진군,0.22423 ,-0.068827537,-0.435336368,0.7043770724068669,0.90061832,-0.884781582,-0.58552821,0.393042282,-1.123837056,1.2850177186329377,1.3413686780955032,-0.714729404,-0.588239739,-0.842588183,-0.66601093,-0.690207022,-0.768399358,1.2100662592840015,1.0556260082846762,-0.841981142,-0.203586298
143,경상남도 진주시,0.55717 ,-0.301506619,0.3136113891318517,-0.252401784,-0.323476627,0.25828043999056355,1.2635541690332186,1.0130347845916001,0.078129588,0.1399193768497569,0.17658274007112076,1.2456531609722443,0.2028747615656329,1.140489348116356,1.145057091411193,0.850136499,1.0825724945731106,0.1902190215028042,0.2080929496973979,1.047125522815809,0.978727668
144,경상남도 통영시,0.32307 ,-0.525399642,1.3657046667880213,0.9435717865783655,0.698421545,-0.165758697,-0.016579785,-0.846942724,0.2784573615640953,0.13888371359218993,0.15034711879547194,-0.198839255,-0.430016839,0.25061619803357255,-0.204315282,-0.422632471,-0.15140874,0.061272819,0.039460727,0.6903939792756538,0.688262991
145,경상남도 사천시,0.31486 ,-0.195770943,0.4087158662081158,0.30571921545436936,-0.013736384,0.9773033246062907,-0.158816891,-0.020286053,1.3087144849298653,-0.060481463,-0.069818914,-0.289120031,-0.113571039,-0.136909206,-0.285557995,-0.168581284,-0.768399358,0.4715561905458931,0.5395092063446776,0.6298169247122313,0.63917037
147,경상남도 밀양시,0.20586 ,-0.04368123,0.2452550462332869,1.5016927863118619,0.9647868641623519,0.3135898926533119,0.2678944267218219,0.393042282,0.650494656,1.397041960993095,1.3180213820979074,-0.379400807,-0.271793939,0.25540046228132934,-0.324763462,-0.391771001,-0.768399358,1.4914034283270903,1.5119550222771703,0.16539283972599153,0.019376024410203908
148,경상남도 거제시,0.65725 ,-0.45753491,1.6153539191132142,-0.252401784,-0.428573788,-0.663543771,0.12565732067733668,0.599706449,0.39293037527140273,-0.026822408,-0.078518275,0.11069483403418476,-0.588239739,1.006529949179163,0.4913071371722418,0.4681195904054139,1.0825724945731106,-0.1653599,-0.109582904,1.1144333612196118,1.0850950146872422
150,경상남도 의령군,0.12816 ,0.009035124,-1.222920319,0.066524501,0.1659731742812437,0.13844329255460894,-0.58552821,0.8063706170215991,-1.553110858,0.49446143202350623,0.5418183484458806,-0.817907433,-0.746462639,-0.404828004,-0.79398407,-0.801449333,-0.768399358,0.8232276518497542,0.8553681468498716,-1.333328362,-1.676364941
153,경상남도 고성군,0.15882 ,-0.160626706,-0.135162862,-0.01320707,-0.07621133,0.2121892294382733,-0.443291104,1.2196989521616013,0.45016688212505646,0.320642615,0.2586937015472012,-0.753421165,-0.588239739,-1.452581874,-0.645150984,-0.672507327,-0.768399358,0.32698014534319464,0.2901379198627772,-0.518903517,-0.915429309
154,경상남도 남해군,0.12114 ,-0.319078737,-0.875194574,0.066524501,-0.073294578,-0.884781582,-0.58552821,0.393042282,-0.751799762,-0.319569888,-0.340289945,-0.714729404,-0.746462639,-0.706236652,-0.699278209,-0.745168281,-0.768399358,-0.462326912,-0.459792852,-0.658006383,-1.054525069
155,경상남도 하동군,0.12647 ,-0.100336163,-1.576590093,-0.01320707,-0.260248971,-0.340905297,-0.727765316,1.0130347845916001,-0.379762467,0.10246288903441919,0.033988871879619256,-0.753421165,-0.588239739,-1.28991689,-0.69387098,-0.753737898,-0.768399358,0.076902662,0.17186825006728576,-0.99678917,-1.455448144
156,경상남도 산청군,0.11945 ,0.10477287173014728,-0.869250545,1.182766500749864,0.5008351203692136,-0.940091034,-0.727765316,0.393042282,-0.408380721,1.428284469263031,1.3949058502137013,-0.766318419,-0.746462639,-1.081801395,-0.745361722,-0.768743768,-0.768399358,1.0303230679509168,0.9994152674793298,-0.886853034,-1.518859447
157,경상남도 함양군,0.15170 ,-0.193347202,-1.02973935,1.4219612149213623,0.7176156552910127,-1.161328845,-0.58552821,0.599706449,-0.952127536,0.9197738097976632,0.8901366230491867,-0.714729404,-0.90468554,-0.40004374,-0.722902799,-0.782719114,-0.768399358,0.5965949323428215,0.6556780706757268,-0.678198735,-1.093390061
158,경상남도 거창군,0.23042 ,-0.107304417,-0.102470698,1.980082214654859,1.389221322943704,-0.294814087,-0.301053997,0.8063706170215991,-0.007725173,1.273970643885557,1.2475324913835169,-0.534167852,-0.430016839,-0.093850828,-0.584493583,-0.664787439,-0.768399358,1.6125347094428646,1.6754771773472688,0.16539283972599153,-0.187222091
159,경상남도 합천군,0.10780 ,-0.067615667,-1.692498674,0.30571921545436936,1.9991047549589391,0.2029709873278155,-0.58552821,1.8396914548716046,-0.637326748,-0.493216095,-0.491445635,-0.740523911,-0.588239739,-0.950234128,-0.695842238,-0.755328882,-0.768399358,0.16286679673472612,0.2634520126117542,-1.474674823,-1.569997594
,,,,,,,,,,,,,,,,,,,,,,
,,0.39489 ,,,,,,,,,,,,,,,,,,,,
,,0.26848 ,,,,,,,,,,,,,,,,,,,,
,,0.63267 ,,,,,,,,,,,,,,,,,,,,
,,0.52365 ,,,,,,,,,,,,,,,,,,,,
,,0.47862 ,,,,,,,,,,,,,,,,,,,,
,,0.51165 ,,,,,,,,,,,,,,,,,,,,
,,0.51823 ,,,,,,,,,,,,,,,,,,,,
,,0.44133 ,,,,,,,,,,,,,,,,,,,,
,,0.84485 ,,,,,,,,,,,,,,,,,,,,
,,0.52589 ,,,,,,,,,,,,,,,,,,,,
,,0.55507 ,,,,,,,,,,,,,,,,,,,,
,,0.49899 ,,,,,,,,,,,,,,,,,,,,
,,0.49488 ,,,,,,,,,,,,,,,,,,,,
,,0.36196 ,,,,,,,,,,,,,,,,,,,,
,,0.73442 ,,,,,,,,,,,,,,,,,,,,
,,0.57055 ,,,,,,,,,,,,,,,,,,,,
,,0.50358 ,,,,,,,,,,,,,,,,,,,,
,,1.21145 ,,,,,,,,,,,,,,,,,,,,
,,0.56222 ,,,,,,,,,,,,,,,,,,,,
,,0.53207 ,,,,,,,,,,,,,,,,,,,,
,,0.61022 ,,,,,,,,,,,,,,,,,,,,
,,1.05358 ,,,,,,,,,,,,,,,,,,,,
,,1.15573 ,,,,,,,,,,,,,,,,,,,,
,,0.57617 ,,,,,,,,,,,,,,,,,,,,
,,0.65548 ,,,,,,,,,,,,,,,,,,,,
,,0.38629 ,,,,,,,,,,,,,,,,,,,,
,,0.35200 ,,,,,,,,,,,,,,,,,,,,
,,0.23531 ,,,,,,,,,,,,,,,,,,,,
,,0.41614 ,,,,,,,,,,,,,,,,,,,,
,,0.28778 ,,,,,,,,,,,,,,,,,,,,
,,0.22859 ,,,,,,,,,,,,,,,,,,,,
,,0.17471 ,,,,,,,,,,,,,,,,,,,,
,,0.18371 ,,,,,,,,,,,,,,,,,,,,
,,0.18006 ,,,,,,,,,,,,,,,,,,,,
,,0.17973 ,,,,,,,,,,,,,,,,,,,,
,,0.32246 ,,,,,,,,,,,,,,,,,,,,
,,0.33670 ,,,,,,,,,,,,,,,,,,,,
,,0.36036 ,,,,,,,,,,,,,,,,,,,,
,,0.37472 ,,,,,,,,,,,,,,,,,,,,
,,0.40332 ,,,,,,,,,,,,,,,,,,,,
,,0.34494 ,,,,,,,,,,,,,,,,,,,,
,,0.13624 ,,,,,,,,,,,,,,,,,,,,
,,0.19190 ,,,,,,,,,,,,,,,,,,,,
,,0.16707 ,,,,,,,,,,,,,,,,,,,,
,,0.53436 ,,,,,,,,,,,,,,,,,,,,
,,0.12621 ,,,,,,,,,,,,,,,,,,,,
,,0.32288 ,,,,,,,,,,,,,,,,,,,,
,,0.49207 ,,,,,,,,,,,,,,,,,,,,
,,0.29230 ,,,,,,,,,,,,,,,,,,,,
,,0.25245 ,,,,,,,,,,,,,,,,,,,,
,,0.43431 ,,,,,,,,,,,,,,,,,,,,
,,0.26257 ,,,,,,,,,,,,,,,,,,,,
,,0.42443 ,,,,,,,,,,,,,,,,,,,,
,,0.15026 ,,,,,,,,,,,,,,,,,,,,
,,0.13494 ,,,,,,,,,,,,,,,,,,,,
,,0.15515 ,,,,,,,,,,,,,,,,,,,,
,,0.32254 ,,,,,,,,,,,,,,,,,,,,
,,0.19962 ,,,,,,,,,,,,,,,,,,,,
,,0.16572 ,,,,,,,,,,,,,,,,,,,,
,,0.43233 ,,,,,,,,,,,,,,,,,,,,
,,0.43863 ,,,,,,,,,,,,,,,,,,,,
,,0.24730 ,,,,,,,,,,,,,,,,,,,,
,,0.23427 ,,,,,,,,,,,,,,,,,,,,
,,0.35648 ,,,,,,,,,,,,,,,,,,,,
,,0.15864 ,,,,,,,,,,,,,,,,,,,,
,,0.14745 ,,,,,,,,,,,,,,,,,,,,
,,0.14608 ,,,,,,,,,,,,,,,,,,,,
,,0.15525 ,,,,,,,,,,,,,,,,,,,,
,,0.16847 ,,,,,,,,,,,,,,,,,,,,
,,0.43121 ,,,,,,,,,,,,,,,,,,,,
,,0.43328 ,,,,,,,,,,,,,,,,,,,,
,,0.68093 ,,,,,,,,,,,,,,,,,,,,
,,0.21492 ,,,,,,,,,,,,,,,,,,,,
,,0.10905 ,,,,,,,,,,,,,,,,,,,,
,,0.16496 ,,,,,,,,,,,,,,,,,,,,
,,0.16705 ,,,,,,,,,,,,,,,,,,,,
,,0.49263 ,,,,,,,,,,,,,,,,,,,,
,,0.20710 ,,,,,,,,,,,,,,,,,,,,
,,0.16583 ,,,,,,,,,,,,,,,,,,,,
,,0.17033 ,,,,,,,,,,,,,,,,,,,,
,,0.32646 ,,,,,,,,,,,,,,,,,,,,
,,0.33810 ,,,,,,,,,,,,,,,,,,,,
,,0.32051 ,,,,,,,,,,,,,,,,,,,,
,,1.01607 ,,,,,,,,,,,,,,,,,,,,
,,0.24000 ,,,,,,,,,,,,,,,,,,,,
,,0.23413 ,,,,,,,,,,,,,,,,,,,,
,,0.58218 ,,,,,,,,,,,,,,,,,,,,
,,0.12334 ,,,,,,,,,,,,,,,,,,,,
,,0.12540 ,,,,,,,,,,,,,,,,,,,,
,,0.11752 ,,,,,,,,,,,,,,,,,,,,
,,0.16056 ,,,,,,,,,,,,,,,,,,,,
,,0.15333 ,,,,,,,,,,,,,,,,,,,,
,,0.10750 ,,,,,,,,,,,,,,,,,,,,
,,0.22423 ,,,,,,,,,,,,,,,,,,,,
,,0.55717 ,,,,,,,,,,,,,,,,,,,,
,,0.32307 ,,,,,,,,,,,,,,,,,,,,
,,0.31486 ,,,,,,,,,,,,,,,,,,,,
,,0.20586 ,,,,,,,,,,,,,,,,,,,,
,,0.65725 ,,,,,,,,,,,,,,,,,,,,
,,0.12816 ,,,,,,,,,,,,,,,,,,,,
,,0.15882 ,,,,,,,,,,,,,,,,,,,,
,,0.12114 ,,,,,,,,,,,,,,,,,,,,
,,0.12647 ,,,,,,,,,,,,,,,,,,,,
,,0.11945 ,,,,,,,,,,,,,,,,,,,,
,,0.15170 ,,,,,,,,,,,,,,,,,,,,
,,0.23042 ,,,,,,,,,,,,,,,,,,,,
,,0.10780 ,,,,,,,,,,,,,,,,,,,,
