,시군구,소멸지수,1인당 자동차 등록대수,고등학교,대규모C,대규모W,병상 비율,병원,보건지소,보육시설 비율,소규모C,소규모W,약국,요양병원,유치원,인구 수,전규모W,종합병원,중규모C,중규모W,중학교,초등학교
136,경상북도 고령군,0.16,0.3304837,-0.52746883,0.784108644,0.767294528,-0.958527519,-0.58552821,-0.020286053,1.137004964,0.298030634,0.252951436,-0.817907433,-0.746462639,-1.021998092,-0.76779013,-0.638337334,-0.768399358,0.198033943,0.393247723,-1.263776929,-0.618828054
137,경상북도 성주군,0.15,0.5125672,-0.257015473,0.385450787,0.146967242,0.166098019,-0.58552821,0.393042282,-1.667583871,0.176340201,0.105474923,-0.753421165,-0.271793939,-1.265995569,-0.69325458,-0.617383354,-0.768399358,-0.087210687,-0.033386122,-1.656405986,-1.281578444
140,경상북도 봉화군,0.11,0.0232746,0.147178554,0.704377072,0.694752083,-0.820253887,-0.58552821,0.393042282,0.135366094,0.22984947,0.175172962,-0.817907433,-0.746462639,-1.014821695,-0.769096166,-0.791867271,-0.768399358,0.358239831,0.330053224,-1.524033904,-1.459539196
141,경상북도 울진군,0.22,-0.068827537,-0.435336368,0.704377072,0.90061832,-0.884781582,-0.58552821,0.393042282,-1.123837056,1.285017719,1.341368678,-0.714729404,-0.588239739,-0.842588183,-0.66601093,-0.690207022,-0.768399358,1.210066259,1.055626008,-0.841981142,-0.203586298
143,경상남도 진주시,0.56,-0.301506619,0.313611389,-0.252401784,-0.323476627,0.25828044,1.263554169,1.013034785,0.078129588,0.139919377,0.17658274,1.245653161,0.202874762,1.140489348,1.145057091,0.850136499,1.082572495,0.190219022,0.20809295,1.047125523,0.978727668
144,경상남도 통영시,0.32,-0.525399642,1.365704667,0.943571787,0.698421545,-0.165758697,-0.016579785,-0.846942724,0.278457362,0.138883714,0.150347119,-0.198839255,-0.430016839,0.250616198,-0.204315282,-0.422632471,-0.15140874,0.061272819,0.039460727,0.690393979,0.688262991
145,경상남도 사천시,0.31,-0.195770943,0.408715866,0.305719215,-0.013736384,0.977303325,-0.158816891,-0.020286053,1.308714485,-0.060481463,-0.069818914,-0.289120031,-0.113571039,-0.136909206,-0.285557995,-0.168581284,-0.768399358,0.471556191,0.539509206,0.629816925,0.63917037
147,경상남도 밀양시,0.21,-0.04368123,0.245255046,1.501692786,0.964786864,0.313589893,0.267894427,0.393042282,0.650494656,1.397041961,1.318021382,-0.379400807,-0.271793939,0.255400462,-0.324763462,-0.391771001,-0.768399358,1.491403428,1.511955022,0.16539284,0.019376024
148,경상남도 거제시,0.66,-0.45753491,1.615353919,-0.252401784,-0.428573788,-0.663543771,0.125657321,0.599706449,0.392930375,-0.026822408,-0.078518275,0.110694834,-0.588239739,1.006529949,0.491307137,0.46811959,1.082572495,-0.1653599,-0.109582904,1.114433361,1.085095015
150,경상남도 의령군,0.13,0.009035124,-1.222920319,0.066524501,0.165973174,0.138443293,-0.58552821,0.806370617,-1.553110858,0.494461432,0.541818348,-0.817907433,-0.746462639,-0.404828004,-0.79398407,-0.801449333,-0.768399358,0.823227652,0.855368147,-1.333328362,-1.676364941
153,경상남도 고성군,0.16,-0.160626706,-0.135162862,-0.01320707,-0.07621133,0.212189229,-0.443291104,1.219698952,0.450166882,0.320642615,0.258693702,-0.753421165,-0.588239739,-1.452581874,-0.645150984,-0.672507327,-0.768399358,0.326980145,0.29013792,-0.518903517,-0.915429309
154,경상남도 남해군,0.12,-0.319078737,-0.875194574,0.066524501,-0.073294578,-0.884781582,-0.58552821,0.393042282,-0.751799762,-0.319569888,-0.340289945,-0.714729404,-0.746462639,-0.706236652,-0.699278209,-0.745168281,-0.768399358,-0.462326912,-0.459792852,-0.658006383,-1.054525069
155,경상남도 하동군,0.13,-0.100336163,-1.576590093,-0.01320707,-0.260248971,-0.340905297,-0.727765316,1.013034785,-0.379762467,0.102462889,0.033988872,-0.753421165,-0.588239739,-1.28991689,-0.69387098,-0.753737898,-0.768399358,0.076902662,0.17186825,-0.99678917,-1.455448144
156,경상남도 산청군,0.12,0.104772872,-0.869250545,1.182766501,0.50083512,-0.940091034,-0.727765316,0.393042282,-0.408380721,1.428284469,1.39490585,-0.766318419,-0.746462639,-1.081801395,-0.745361722,-0.768743768,-0.768399358,1.030323068,0.999415267,-0.886853034,-1.518859447
157,경상남도 함양군,0.15,-0.193347202,-1.02973935,1.421961215,0.717615655,-1.161328845,-0.58552821,0.599706449,-0.952127536,0.91977381,0.890136623,-0.714729404,-0.90468554,-0.40004374,-0.722902799,-0.782719114,-0.768399358,0.596594932,0.655678071,-0.678198735,-1.093390061
158,경상남도 거창군,0.23,-0.107304417,-0.102470698,1.980082215,1.389221323,-0.294814087,-0.301053997,0.806370617,-0.007725173,1.273970644,1.247532491,-0.534167852,-0.430016839,-0.093850828,-0.584493583,-0.664787439,-0.768399358,1.612534709,1.675477177,0.16539284,-0.187222091
159,경상남도 합천군,0.11,-0.067615667,-1.692498674,0.305719215,1.999104755,0.202970987,-0.58552821,1.839691455,-0.637326748,-0.493216095,-0.491445635,-0.740523911,-0.588239739,-0.950234128,-0.695842238,-0.755328882,-0.768399358,0.162866797,0.263452013,-1.474674823,-1.569997594
