,병원,보건지소,약국,요양병원,종합병원,병상 비율,1인당 자동차 등록대수,소규모C,중규모C,대규모C,소규모W,중규모W,대규모W,전규모W,보육시설 비율,유치원,초등학교,중학교,고등학교,소멸지수
124,0.2,0.75,0.23204419889502761,0.5,1.0,1.5423728813559323,-0.14693255218497345,0.2733739837398374,0.15309446254071662,0.14285714285714285,0.24598242256955616,0.08422935340972901,0.07569886520896761,0.18076516389503028,0.30232558139534893,0.2975679542203147,0.16902887139107647,0.24202992843201038,-0.03188097768331606,0.0
125,0.4,0.0,1.3259668508287292,0.75,1.0,-0.4491525423728813,-0.34169733992702545,1.693258807588076,1.736156351791531,3.7142857142857144,1.7829746160228948,1.6229020651789614,4.975781898699142,2.0677528917940338,0.5813953488372092,0.6366237482117307,0.5690288713910765,0.32270657124268065,0.3889479277364501,1.971830985915493
126,0.4,0.25,0.0,0.0,0.0,0.7118644067796612,-0.023213845325868128,0.019986449864498646,-0.09120521172638436,0.0,-0.0454506968316597,-0.11983445292515026,-0.055770827567118736,-0.050914800217885865,-0.04651162790697657,-0.18168812589413436,0.14908136482939655,0.039037085230969056,0.13390010626992535,-0.2253521126760564
127,-0.2,0.375,0.0,0.0,0.0,0.46610169491525427,0.7884310373782474,0.05945121951219512,0.21498371335504887,0.0,0.10800467376763247,0.1581848054405923,0.04622197619706615,0.14056842577461628,-0.5581395348837209,0.0,-0.14908136482939618,-0.3044892648015615,-0.18490967056323074,-0.2535211267605634
128,-0.2,1.25,-0.011049723756906077,-0.25,0.5,0.025423728813559386,0.2967260896604011,-0.09281842818428185,-0.14006514657980457,0.0,-0.11782635937208948,-0.1680011646527879,0.06019928037641849,-0.09027844532026018,-0.7906976744186046,0.004291845493562393,-0.41154855643044613,-0.39817826935588846,-0.32518597236981944,-0.3943661971830986
129,-0.2,0.125,-0.011049723756906077,-0.375,0.0,-0.025423728813559233,-0.16713378249013325,-0.2152777777777778,-0.23452768729641693,-0.14285714285714285,-0.22566169373274855,-0.23496869995632552,-0.07818986991419873,-0.18310423275337243,0.1395348837209297,0.03862660944206027,-0.32125984251968503,-0.36694860117111266,-0.2678002125398514,-0.3098591549295775
130,0.8,0.0,0.7734806629834254,0.75,0.0,-0.05084745762711862,-0.42064622907557964,0.9568089430894309,0.8925081433224755,0.7142857142857143,1.0798096625065619,0.7993677599151467,1.0020758372543592,0.9578967605498414,-0.3720930232558142,0.5608011444921317,0.46299212598425216,0.2966818477553673,0.6992561105207222,0.732394366197183
131,0.0,1.125,-0.2541436464088398,0.125,-0.5,0.7881355932203391,1.0607601138754466,-0.3333333333333333,-0.31596091205211724,-0.2857142857142857,-0.3542241715069514,-0.32888962835097646,-0.2593412676446167,-0.30106699990387387,-0.9302325581395348,-1.298998569384835,-0.7580052493438322,-1.0839297332465847,-0.6886291179596176,-0.619718309859155
132,-0.4,-0.25,-0.36464088397790057,-0.5,-0.5,-0.17796610169491525,1.2272826660504825,-0.4478319783197832,-0.4201954397394137,-0.14285714285714285,-0.4530845172980204,-0.40467524904852026,0.02836977580957653,-0.34371495401967384,0.4186046511627908,-0.3991416309012873,-0.7632545931758532,-1.5120364346128827,-1.0520722635494153,-0.591549295774648
133,-0.2,-0.375,-0.4530386740331492,-0.5,-0.5,-1.0254237288135595,0.8589790666213915,-0.5035569105691057,-0.43973941368078173,-0.2857142857142857,-0.5065280341388244,-0.4090426970030988,-0.2593412676446167,-0.4039860296709283,-0.2093023255813958,-1.1616595135908436,-0.9175853018372705,-0.8379960962914772,-0.9564293304994683,-0.5633802816901409
134,-0.2,0.0,-0.2430939226519337,-0.25,-0.5,-0.4491525423728813,-0.025600347637753162,-0.36348238482384826,-0.36482084690553745,-0.2857142857142857,-0.3962542123177485,-0.3723561341846391,-0.2593412676446167,-0.3376910506584639,-0.5116279069767443,-1.2031473533619452,-0.5060367454068242,-0.9967469095640863,-0.9500531349628053,-0.5352112676056339
135,0.0,0.0,-0.2983425414364641,0.125,-0.5,1.2711864406779663,0.8084898386160457,-0.34569783197831977,-0.3485342019543974,-0.2857142857142857,-0.36506189355324875,-0.35451198968450387,-0.2593412676446167,-0.3160626742285879,-0.6046511627906979,-0.5050071530758223,-0.5952755905511811,-0.6284970722186081,0.055260361317746635,-0.5633802816901409
136,-0.2,-0.125,-0.36464088397790057,-0.375,-0.5,-0.7372881355932204,1.6941173100885831,-0.20816395663956638,-0.247557003257329,-0.2857142857142857,-0.18244627707313768,-0.28588066468398393,-0.2593412676446167,-0.20324265436252364,0.9302325581395348,-0.7210300429184546,-0.47244094488188976,-0.8288874430709177,-0.3655685441020187,-0.4507042253521127
137,-0.2,0.125,-0.30939226519337015,0.0,-0.5,0.29661016949152547,2.442352089260691,-0.1654810298102981,-0.24429967426710097,-0.2857142857142857,-0.1497637715272721,-0.27781128465361976,-0.2593412676446167,-0.18467429267198565,-1.3488372093023255,-0.8669527896995703,-0.8125984251968505,-1.0566037735849059,-0.17215727948990478,-0.4788732394366198
